report_period_start,report_period_end,interval_start,interval_end,namespace,pod,persistentvolumeclaim,persistentvolume,storageclass,persistentvolumeclaim_capacity_bytes,persistentvolumeclaim_capacity_byte_seconds,volume_request_storage_byte_seconds,persistentvolumeclaim_usage_byte_seconds,persistentvolume_labels,persistentvolumeclaim_labels
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 13:00:00 +0000 UTC,2023-10-02 13:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,13606456393728.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 14:00:00 +0000 UTC,2023-10-02 14:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,30382598651904.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 14:00:00 +0000 UTC,2023-10-02 14:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,71588514889728.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 14:00:00 +0000 UTC,2023-10-02 14:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,55933359095808.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 14:00:00 +0000 UTC,2023-10-02 14:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,25048249270272.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 14:00:00 +0000 UTC,2023-10-02 14:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,44027709751296.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 15:00:00 +0000 UTC,2023-10-02 15:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,67452461383680.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 15:00:00 +0000 UTC,2023-10-02 15:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,59682865545216.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 15:00:00 +0000 UTC,2023-10-02 15:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,62775241998335.99,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 15:00:00 +0000 UTC,2023-10-02 15:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,71472550772736.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 15:00:00 +0000 UTC,2023-10-02 15:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,8040178778112.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 16:00:00 +0000 UTC,2023-10-02 16:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,69733089017856.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 16:00:00 +0000 UTC,2023-10-02 16:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,74410308403200.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 16:00:00 +0000 UTC,2023-10-02 16:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,39311835660288.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 16:00:00 +0000 UTC,2023-10-02 16:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,73753178406912.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 16:00:00 +0000 UTC,2023-10-02 16:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,10204842295296.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 17:00:00 +0000 UTC,2023-10-02 17:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,10939281702912.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 17:00:00 +0000 UTC,2023-10-02 17:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,67529770795007.99,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 17:00:00 +0000 UTC,2023-10-02 17:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,59296318488576.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 17:00:00 +0000 UTC,2023-10-02 17:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,34943853920255.996,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 17:00:00 +0000 UTC,2023-10-02 17:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,34016140984320.004,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 18:00:00 +0000 UTC,2023-10-02 18:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,71086003716096.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 18:00:00 +0000 UTC,2023-10-02 18:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,8388071129088.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 18:00:00 +0000 UTC,2023-10-02 18:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,34711925686272.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 18:00:00 +0000 UTC,2023-10-02 18:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,32431298052096.004,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 18:00:00 +0000 UTC,2023-10-02 18:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,24391119273984.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 19:00:00 +0000 UTC,2023-10-02 19:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,52261162057728.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 19:00:00 +0000 UTC,2023-10-02 19:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,32315333935103.996,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 19:00:00 +0000 UTC,2023-10-02 19:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,20332375179264.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 19:00:00 +0000 UTC,2023-10-02 19:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,14843406974976.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 19:00:00 +0000 UTC,2023-10-02 19:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,56242596741120.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 20:00:00 +0000 UTC,2023-10-02 20:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,38847979192320.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 20:00:00 +0000 UTC,2023-10-02 20:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,54928336748544.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 20:00:00 +0000 UTC,2023-10-02 20:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,45032732098560.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 20:00:00 +0000 UTC,2023-10-02 20:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,74101070757888.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 20:00:00 +0000 UTC,2023-10-02 20:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,48163763257344.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 21:00:00 +0000 UTC,2023-10-02 21:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,47970489729024.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 21:00:00 +0000 UTC,2023-10-02 21:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,9625021710336.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 21:00:00 +0000 UTC,2023-10-02 21:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,27483495727104.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 21:00:00 +0000 UTC,2023-10-02 21:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,57750130262016.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 21:00:00 +0000 UTC,2023-10-02 21:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,46424301502464.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 22:00:00 +0000 UTC,2023-10-02 22:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,59837484367872.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 22:00:00 +0000 UTC,2023-10-02 22:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,32315333935103.996,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 22:00:00 +0000 UTC,2023-10-02 22:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,76033806041088.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 22:00:00 +0000 UTC,2023-10-02 22:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,75685913690112.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 22:00:00 +0000 UTC,2023-10-02 22:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,9431748182016.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 23:00:00 +0000 UTC,2023-10-02 23:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,56513179680768.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 23:00:00 +0000 UTC,2023-10-02 23:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,69771743723520.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 23:00:00 +0000 UTC,2023-10-02 23:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,46192373268480.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 23:00:00 +0000 UTC,2023-10-02 23:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,55508157333504.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-02 23:00:00 +0000 UTC,2023-10-02 23:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,71472550772736.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 00:00:00 +0000 UTC,2023-10-03 00:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,32238024523776.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 00:00:00 +0000 UTC,2023-10-03 00:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,22110491639808.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 00:00:00 +0000 UTC,2023-10-03 00:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,27058293964800.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 00:00:00 +0000 UTC,2023-10-03 00:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,48666274430976.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 00:00:00 +0000 UTC,2023-10-03 00:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,58213986729984.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 01:00:00 +0000 UTC,2023-10-03 01:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,59837484367872.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 01:00:00 +0000 UTC,2023-10-03 01:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,18206366367744.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 01:00:00 +0000 UTC,2023-10-03 01:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,51951924412416.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 01:00:00 +0000 UTC,2023-10-03 01:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,26091926323200.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 01:00:00 +0000 UTC,2023-10-03 01:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,59528246722560.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 02:00:00 +0000 UTC,2023-10-03 02:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,16273631084544.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 02:00:00 +0000 UTC,2023-10-03 02:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,42984032698368.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 02:00:00 +0000 UTC,2023-10-03 02:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,49014166781952.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 02:00:00 +0000 UTC,2023-10-03 02:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,42172283879424.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-03 02:00:00 +0000 UTC,2023-10-03 02:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,73250667233280.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
